,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,gpt Translations,qwen Translations
94,402,"In CellPhone City, everyone is either an Android user or an Apple user.
No Android users in CellPhone City use the Apple eco-system.
A person in CellPhone City either uses the Apple eco-system or does not use many Apple products.
If a person in CellPhone City does not use many Apple products, then they care about extreme customization.
Chen, who is in CellPhone City, is either an Apple user or cares about extreme customization.","∀x (In(x, cellPhoneCity) → (Uses(x, android) ⊕ Uses(x, apple)))
∀x (Uses(x, android) ∧ In(x, cellPhoneCity) → ¬Uses(x, appleEcoSystem))
∀x (In(x, cellPhoneCity) → (Uses(x, appleEcoSystem) ⊕ (∃y(AppleProduct(y) ∧ Uses(x,y)) ∨ (∃y∃z (AppleProduct(y) ∧ Uses(x,y) ∧ (¬(y=z)) ∧ AppleProduct(z) ∧ Uses(x,z))))))
∀x (In(x, cellPhoneCity) ∧ (¬(∃y (AppleProduct(y) ∧ Uses(x,y)) ∨ (∃y∃z (AppleProduct(y) ∧ Uses(x,y) ∧ (¬(y=z)) ∧ AppleProduct(z) ∧ Uses(x,z))))) → CareAbout(x, extremeCustomization))
In(chen, cellPhoneCity) ∧ (AppleUser(chen) ⊕ CareAbout(chen, extremeCustomization))","If Chen either is an apple user or uses the apple eco-system, then Chen neither is an apple user nor uses the apple eco-system.","(Uses(chen, apple) ⊕ Uses(chen, appleEcoSystem)) → (¬(Uses(chen, apple) ∨ Uses(chen, appleEcoSystem)))",True,1114,"∀x (InCity(x) → (Android(x) ⊕ AppleUser(x)))  
∀x ((InCity(x) ∧ Android(x)) → ¬UsesAppleEco(x))  
∀x (InCity(x) → (UsesAppleEco(x) ⊕ ¬UsesManyAppleProducts(x)))  
∀x (InCity(x) ∧ ¬UsesManyAppleProducts(x) → CaresAboutExtremeCustomization(x))  
InCity(chen) ∧ (AppleUser(chen) �","

∀x (Android(x) ∨ AppleUser(x))  
∀x (Android(x) → ¬AppleEcoSystem(x))  
∀x (AppleEcoSystem(x) ∨ ¬ManyAppleProducts(x))  
∀x (¬ManyAppleProducts(x) → Care(x))  
AppleUser(Chen) ∨ Care(Chen)"
95,402,"In CellPhone City, everyone is either an Android user or an Apple user.
No Android users in CellPhone City use the Apple eco-system.
A person in CellPhone City either uses the Apple eco-system or does not use many Apple products.
If a person in CellPhone City does not use many Apple products, then they care about extreme customization.
Chen, who is in CellPhone City, is either an Apple user or cares about extreme customization.","∀x (In(x, cellPhoneCity) → (Uses(x, android) ⊕ Uses(x, apple)))
∀x (Uses(x, android) ∧ In(x, cellPhoneCity) → ¬Uses(x, appleEcoSystem))
∀x (In(x, cellPhoneCity) → (Uses(x, appleEcoSystem) ⊕ (∃y(AppleProduct(y) ∧ Uses(x,y)) ∨ (∃y∃z (AppleProduct(y) ∧ Uses(x,y) ∧ (¬(y=z)) ∧ AppleProduct(z) ∧ Uses(x,z))))))
∀x (In(x, cellPhoneCity) ∧ (¬(∃y (AppleProduct(y) ∧ Uses(x,y)) ∨ (∃y∃z (AppleProduct(y) ∧ Uses(x,y) ∧ (¬(y=z)) ∧ AppleProduct(z) ∧ Uses(x,z))))) → CareAbout(x, extremeCustomization))
In(chen, cellPhoneCity) ∧ (AppleUser(chen) ⊕ CareAbout(chen, extremeCustomization))","If Chen either does not use many apple products or uses the Apple eco-system, then Chen either both is an Android user and uses the Apple eco-system or Chen neither is an Android user nor uses the Apple eco-system.","((¬∃y (AppleProduct(y) ∧ Uses(chen,y)) ∨ (∃y (AppleProduct(y) ∧ Uses(chen,y)))) ⊕ Uses(chen, appleEcoSystem)) → (¬(Uses(chen, android) ⊕ Uses(chen, appleEcoSystem)))",False,1115,"FOL Premises:
∃x (Android(x) ∨ Apple(x))  ← Everyone is either an Android user or an Apple user.

∀x (Android(x) → ¬AppleEco(x))  ← No Android users use the Apple eco‑system.

∀x (AppleEco(x) ∨ ¬UsesManyApple(x))  ← Either a person uses the Apple eco‑system or does not use many Apple products.

∀x (¬UsesManyApple(x) → Custom(x))  ← If a person does not use many Apple products, they care about extreme customization.

(Apple(chen) ∨ Custom(chen))  ← Chen is either","

∀x (Android(x) ∨ Apple(x))  
∀x (Android(x) → ¬AppleEco(x))  
∀x (AppleEco(x) ∨ ¬ManyAppleProducts(x))  
∀x (¬ManyAppleProducts(x) → Customization(x))  
Apple(Chen) ∨ Customization(Chen)"
96,402,"In CellPhone City, everyone is either an Android user or an Apple user.
No Android users in CellPhone City use the Apple eco-system.
A person in CellPhone City either uses the Apple eco-system or does not use many Apple products.
If a person in CellPhone City does not use many Apple products, then they care about extreme customization.
Chen, who is in CellPhone City, is either an Apple user or cares about extreme customization.","∀x (In(x, cellPhoneCity) → (Uses(x, android) ⊕ Uses(x, apple)))
∀x (Uses(x, android) ∧ In(x, cellPhoneCity) → ¬Uses(x, appleEcoSystem))
∀x (In(x, cellPhoneCity) → (Uses(x, appleEcoSystem) ⊕ (∃y(AppleProduct(y) ∧ Uses(x,y)) ∨ (∃y∃z (AppleProduct(y) ∧ Uses(x,y) ∧ (¬(y=z)) ∧ AppleProduct(z) ∧ Uses(x,z))))))
∀x (In(x, cellPhoneCity) ∧ (¬(∃y (AppleProduct(y) ∧ Uses(x,y)) ∨ (∃y∃z (AppleProduct(y) ∧ Uses(x,y) ∧ (¬(y=z)) ∧ AppleProduct(z) ∧ Uses(x,z))))) → CareAbout(x, extremeCustomization))
In(chen, cellPhoneCity) ∧ (AppleUser(chen) ⊕ CareAbout(chen, extremeCustomization))","If Chen does not both use many apple products and use the apple eco-system, then Chen either is an apple user or uses the Apple eco-system.","(¬(∃y (AppleProduct(y) ∧ Uses(chen,y)) ∨ (∃y (AppleProduct(y) ∧ Uses(chen,y)))) ∧ Uses(chen, appleEcoSystem)) → (Uses(chen, apple) ⊕ Uses(chen, appleEcoSystem))",False,1116,"∀x (Android(x) ∨ Apple(x))  
∀x (Android(x) → ¬AppleEco(x))  
∀x (AppleEco(x) ∨ ¬UsesManyAppleProducts(x))  
∀x (¬UsesManyAppleProducts(x) → CareExtreme(x))  
(Apple(","

∀x (Android(x) ∨ Apple(x))  
∀x (Android(x) → ¬UsesAppleEcosystem(x))  
∀x (UsesAppleEcosystem(x) ∨ ¬UsesManyAppleProducts(x))  
∀x (¬UsesManyAppleProducts(x) → CaresCustomization(x))  
Apple(Chen) ∨ CaresCustomization(Chen)"
97,77,"Jan Jelinek makes glitch and minimal techno music.
Anyone making glitch, minimal techno, or microhouse is an electronic musician.
Jan Jelinek publishes music through the Faitiche label.
Any musician releasing music through a label is a signed musician.","Make(janJelinek, glitch) ∧ Make(janJelinek, minimalTechno)
∀x ((Make(x, glitch) ∨ Make(x, minimalTechno) ∨ Make(x, microHouse)) → ElectronicMusician(x))
PublishThroughLabel(janJelinek, faitiche)
∀x ((∃y(PublishThroughLabel(x, y))) → SignedMusician(x))",Jan Jelinek is an electronic musician.,ElectronicMusician(janJelinek),True,234,"MakesGlitch(JanJelinek) ∧ MakesMinimalTechno(JanJelinek)

∀x ((MakesGlitch(x) ∨ MakesMinimalTechno(x) ∨ MakesMicrohouse(x)) → ElectronicMusician(x))

Publishes(JanJelinek, Faitiche)

∀x ∀l ((Musician(x) ∧ Publishes(x","

1. Makes(JanJelinek, glitch) ∧ Makes(JanJelinek, minimalTechno)  
2. ∀x ( (Makes(x, glitch) ∨ Makes(x, minimalTechno) ∨ Makes(x, microhouse)) → ElectronicMusician(x) )  
3. Publishes(JanJelinek, Faitiche)  
4. ∀x ( ElectronicMusician(x) ∧ Publishes(x, y) → SignedMusician(x) )"
98,77,"Jan Jelinek makes glitch and minimal techno music.
Anyone making glitch, minimal techno, or microhouse is an electronic musician.
Jan Jelinek publishes music through the Faitiche label.
Any musician releasing music through a label is a signed musician.","Make(janJelinek, glitch) ∧ Make(janJelinek, minimalTechno)
∀x ((Make(x, glitch) ∨ Make(x, minimalTechno) ∨ Make(x, microHouse)) → ElectronicMusician(x))
PublishThroughLabel(janJelinek, faitiche)
∀x ((∃y(PublishThroughLabel(x, y))) → SignedMusician(x))",Jan Jelinek is not a signed musician.,¬SignedMusician(janJelinek),False,235,"Make(jan, glitch) ∧ Make(jan, minimal_techno)  
∀x ((Make(x, glitch) ∨ Make(x, minimal_techno) ∨ Make(x, microhouse)) → ElectronicMusician(x))  
Publishes(jan, Faitiche)  
∀x ∀l ((Musician(x) ∧ Publishes(x","

∀x ( (Makes(x, glitch) ∨ Makes(x, minimalTechno) ∨ Makes(x, microhouse)) → ElectronicMusician(x) )  
∀x ( Publishes(x, label) → SignedMusician(x) )  
Makes(JanJelinek, glitch) ∧ Makes(JanJelinek, minimalTechno)  
Publishes(JanJelinek, Faitiche)"
99,77,"Jan Jelinek makes glitch and minimal techno music.
Anyone making glitch, minimal techno, or microhouse is an electronic musician.
Jan Jelinek publishes music through the Faitiche label.
Any musician releasing music through a label is a signed musician.","Make(janJelinek, glitch) ∧ Make(janJelinek, minimalTechno)
∀x ((Make(x, glitch) ∨ Make(x, minimalTechno) ∨ Make(x, microHouse)) → ElectronicMusician(x))
PublishThroughLabel(janJelinek, faitiche)
∀x ((∃y(PublishThroughLabel(x, y))) → SignedMusician(x))",Jan Jelinek is German.,German(janJelinek),Uncertain,236,"MakesGlitch(jan) ∧ MakesMinimalTechno(jan)  
∀x ((MakesGlitch(x) ∨ MakesMinimalTechno(x) ∨ MakesMicrohouse(x)) → ElectronicMusician(x))  
Publishes(jan, faitiche)  
∀x (Musician(x) ∧ ∃y Publishes(x","

∀x ( (Makes(x, glitch) ∨ Makes(x, minimalTechno) ∨ Makes(x, microhouse)) → ElectronicMusician(x) )  
Publishes(JanJelinek, Faitiche)  
∀x ( Musician(x) ∧ Publishes(x, label) → SignedMusician(x) )  
Makes(JanJelinek, glitch) ∧ Makes(JanJelinek, minimalTechno)"
100,53,"Pasifika New Zealanders are a pan-ethnic group of New Zealanders. 
Asian New Zealanders are a pan-ethnic group of New Zealanders. 
Pasifika New Zealanders are not Asian New Zealanders.
Pasifika New Zealanders speak Samoan. 
Joe is a Pasifika New Zealander. 
Amy speaks Samoan. ","∀x (PasifikaNewZealanders(x) → NewZealanders(x)) ∧ ∃y∃z (PasifikaNewZealanders(y) ∧ PasifikaNewZealanders(z) ∧ DifferentEthnicGroups(y,z))
∀x (AsianNewZealanders(x) → NewZealanders(x)) ∧ ∃y∃z (AsianNewZealanders(y) ∧ AsianNewZealanders(z) ∧ DifferentEthnicGroups(y,z))
∀x (PasifikaNewZealanders(x) → ¬AsianNewZealanders(x))
∀x (PasifikaNewZealanders(x) → SpeakSamoan(x))
PasifikaNewZealanders(joe)
SpeakSamoan(amy)",Amy is an Pasifika New Zealander.,PasifikaNewZealanders(amy),Uncertain,154,"∀x (Pasifika(x) → NewZealander(x))  
∀x (Asian(x) → NewZealander(x))  
∀x (Pasifika(x) → ¬Asian(x))  
∀x (Pasifika(x) → SamoanSpeaker(x))  
Pasifika(joe","

∀x (Pasifika(x) → NewZealander(x))  
∀x (Asian(x) → NewZealander(x))  
∀x (Pasifika(x) → ¬Asian(x))  
∀x (Pasifika(x) → SpeaksSamoa(x))  
Pasifika(joe)  
SpeaksSamoa(amy)"
101,53,"Pasifika New Zealanders are a pan-ethnic group of New Zealanders. 
Asian New Zealanders are a pan-ethnic group of New Zealanders. 
Pasifika New Zealanders are not Asian New Zealanders.
Pasifika New Zealanders speak Samoan. 
Joe is a Pasifika New Zealander. 
Amy speaks Samoan. ","∀x (PasifikaNewZealanders(x) → NewZealanders(x)) ∧ ∃y∃z (PasifikaNewZealanders(y) ∧ PasifikaNewZealanders(z) ∧ DifferentEthnicGroups(y,z))
∀x (AsianNewZealanders(x) → NewZealanders(x)) ∧ ∃y∃z (AsianNewZealanders(y) ∧ AsianNewZealanders(z) ∧ DifferentEthnicGroups(y,z))
∀x (PasifikaNewZealanders(x) → ¬AsianNewZealanders(x))
∀x (PasifikaNewZealanders(x) → SpeakSamoan(x))
PasifikaNewZealanders(joe)
SpeakSamoan(amy)",Amy is an Asian New Zealander.,AsianNewZealanders(amy),Uncertain,155,"∀x (Pasifika(x) → NewZealander(x))  
∀x (Asian(x) → NewZealander(x))  
∀x (Pasifika(x) → ¬Asian(x))  
∀x (Pasifika(x) → SpeakSamoan(x))  
Pasifika(joe","

∀x (Pasifika(x) → ¬Asian(x))  
∀x (Pasifika(x) → SpeaksSamoan(x))  
Pasifika(joe)  
SpeaksSamoan(amy)"
102,53,"Pasifika New Zealanders are a pan-ethnic group of New Zealanders. 
Asian New Zealanders are a pan-ethnic group of New Zealanders. 
Pasifika New Zealanders are not Asian New Zealanders.
Pasifika New Zealanders speak Samoan. 
Joe is a Pasifika New Zealander. 
Amy speaks Samoan. ","∀x (PasifikaNewZealanders(x) → NewZealanders(x)) ∧ ∃y∃z (PasifikaNewZealanders(y) ∧ PasifikaNewZealanders(z) ∧ DifferentEthnicGroups(y,z))
∀x (AsianNewZealanders(x) → NewZealanders(x)) ∧ ∃y∃z (AsianNewZealanders(y) ∧ AsianNewZealanders(z) ∧ DifferentEthnicGroups(y,z))
∀x (PasifikaNewZealanders(x) → ¬AsianNewZealanders(x))
∀x (PasifikaNewZealanders(x) → SpeakSamoan(x))
PasifikaNewZealanders(joe)
SpeakSamoan(amy)",Joe is an Asian New Zealander.,AsianNewZealanders(joe),False,156,"∀x (Pasifika(x) → NewZealand(x))
∀x (Asian(x) → NewZealand(x))
∀x (Pasifika(x) → ¬Asian(x))
∀x (Pasifika(x) → SpeakSamoan(x))
Pasifika(J","

∀x (Pasifika(x) → NewZealander(x))  
∀x (Asian(x) → NewZealander(x))  
∀x (¬(Pasifika(x) ∧ Asian(x)))  
∀x (Pasifika(x) → SpeaksSamoan(x))  
Pasifika(Joe)  
SpeaksSamoan(Amy)"
103,53,"Pasifika New Zealanders are a pan-ethnic group of New Zealanders. 
Asian New Zealanders are a pan-ethnic group of New Zealanders. 
Pasifika New Zealanders are not Asian New Zealanders.
Pasifika New Zealanders speak Samoan. 
Joe is a Pasifika New Zealander. 
Amy speaks Samoan. ","∀x (PasifikaNewZealanders(x) → NewZealanders(x)) ∧ ∃y∃z (PasifikaNewZealanders(y) ∧ PasifikaNewZealanders(z) ∧ DifferentEthnicGroups(y,z))
∀x (AsianNewZealanders(x) → NewZealanders(x)) ∧ ∃y∃z (AsianNewZealanders(y) ∧ AsianNewZealanders(z) ∧ DifferentEthnicGroups(y,z))
∀x (PasifikaNewZealanders(x) → ¬AsianNewZealanders(x))
∀x (PasifikaNewZealanders(x) → SpeakSamoan(x))
PasifikaNewZealanders(joe)
SpeakSamoan(amy)",Joe speaks Samoan.,SpeakSamoan(joe),True,157,"FOL Premises:
∀x (Pasifika(x) → NewZealander(x))
∀x (Asian(x) → NewZealander(x))
∀x (Pasifika(x) → ¬Asian(x))
∀x (Pasifika(x) → SpeaksSamoan(x))
Pasifika(Joe","

∀x (Pasifika(x) → NewZealander(x))  
∀x (Asian(x) → NewZealander(x))  
∀x (Pasifika(x) → ¬Asian(x))  
∀x (Pasifika(x) → SpeakSamoan(x))  
Pasifika(joe)  
SpeakSamoan(amy)"
104,294,"A snake is a reptile. 
No reptile has feathers.","∀x (Snake(x) → Reptile(x))
∀x (Reptile(x) → ¬(∃y ∃z (¬(y=z) ∧ Feather(y) ∧ Feather(z) ∧ Have(x, y) ∧ Have(x, z))))",No snake has feathers.,"∀x (Snake(x) → ¬(∃y ∃z (¬(y=z) ∧ Feather(y) ∧ Feather(z) ∧ Have(x, y) ∧ Have(x, z))))",True,738,"∀x (Snake(x) → Reptile(x))  
∀x (Reptile(x","

∀x (Snake(x) → Reptile(x))  
∀x (Reptile(x) → ¬HasFeathers(x))"
105,360,"It is true that some people eat protein bars at least twice a day.
People prefer running or prefer weightlifting.
If people prefer running, then their workouts focus on endurance.
If someone's workouts focus on building muscle, then they are not inactive.
If people prefer weightlifting, then their workouts focus on building muscle.
Lily is not either someone with workouts focused on building muscle or someone active.","¬(∃x (∃y ∃z (¬(y=z) ∧ ProteinBar(y) ∧ ProteinBar(z) ∧ EatInADay(x, y) ∧ EatInADay(x, z))))
∀x (Prefer(x, running) ∨ Prefer(x, weightLifting))
∀x (Prefer(x, running) → WorkoutsFocusOn(x, endurance))
∀x (WorkoutFocusOn(x, buildingMuscle) → ¬Active(x))
∀x (Prefer(x, weightlifting) → WorkoutsFocusOn(x, buildingMuscle))
¬(WorkOutFocusOn(lilys, buildingMuscle) ⊕ Active(lily))",Lily eats protein bars at least twice a day.,"∃y ∃z (y!=z ∧ ProteinBar(y) ∧ ProteinBar(z) ∧ Eat(lily, y) ∧ Eat(lily, z))",Uncertain,955,"∃x Eats(x)
∀x (PreferRunning(x) ∨ PreferWeightlifting(x))
∀x (PreferRunning(x) → FocusEndurance(x))
∀x (FocusMuscle(x) → ¬Inactive(x))
∀x (PreferWeightlifting(x) → FocusMuscle(x))
¬(FocusMuscle","

∀x (EatsProteinBars(x))  
∀x (PrefersRunning(x) ∨ PrefersWeightlifting(x))  
∀x (PrefersRunning(x) → WorkoutsFocusOnEndurance(x))  
∀x (WorkoutsFocusOnBuildingMuscle(x) → ¬Inactive(x))  
∀x (PrefersWeightlifting(x) → WorkoutsFocusOnBuildingMuscle(x))  
¬(WorkoutsFocusOnBuildingMuscle(Lily) ∨ Active(Lily))"
106,360,"It is true that some people eat protein bars at least twice a day.
People prefer running or prefer weightlifting.
If people prefer running, then their workouts focus on endurance.
If someone's workouts focus on building muscle, then they are not inactive.
If people prefer weightlifting, then their workouts focus on building muscle.
Lily is not either someone with workouts focused on building muscle or someone active.","¬(∃x (∃y ∃z (¬(y=z) ∧ ProteinBar(y) ∧ ProteinBar(z) ∧ EatInADay(x, y) ∧ EatInADay(x, z))))
∀x (Prefer(x, running) ∨ Prefer(x, weightLifting))
∀x (Prefer(x, running) → WorkoutsFocusOn(x, endurance))
∀x (WorkoutFocusOn(x, buildingMuscle) → ¬Active(x))
∀x (Prefer(x, weightlifting) → WorkoutsFocusOn(x, buildingMuscle))
¬(WorkOutFocusOn(lilys, buildingMuscle) ⊕ Active(lily))",Lily either has workouts focused on endurance or eats protein bars at least twice a day.,"WorkoutsFocusOn(lily, endurance) ⊕ (∃y ∃z (y!=z ∧ ProteinBar(y) ∧ ProteinBar(z) ∧ Eat(lily, y) ∧ Eat(lily, z)))",True,956,"∃x EatPB(x)  
∀x (PreferRunning(x) ∨ PreferWeightlifting(x))  
∀x (PreferRunning(x) → FocusEndurance(x))  
∀x (FocusMuscle(x) → ¬Inactive(x))  
∀x (PreferWeightlifting(x) → FocusMuscle(x))  
¬(FocusMuscle(lily","

∃x (EatsProteinBars(x))  
∀x (PrefersRunning(x) ∨ PrefersWeightlifting(x))  
∀x (PrefersRunning(x) → FocusesEndurance(x))  
∀x (FocusesBuildingMuscle(x) → ¬Inactive(x))  
∀x (PrefersWeightlifting(x) → FocusesBuildingMuscle(x))  
¬(FocusesBuildingMuscle(Lily) ∨ Active(Lily))"
107,360,"It is true that some people eat protein bars at least twice a day.
People prefer running or prefer weightlifting.
If people prefer running, then their workouts focus on endurance.
If someone's workouts focus on building muscle, then they are not inactive.
If people prefer weightlifting, then their workouts focus on building muscle.
Lily is not either someone with workouts focused on building muscle or someone active.","¬(∃x (∃y ∃z (¬(y=z) ∧ ProteinBar(y) ∧ ProteinBar(z) ∧ EatInADay(x, y) ∧ EatInADay(x, z))))
∀x (Prefer(x, running) ∨ Prefer(x, weightLifting))
∀x (Prefer(x, running) → WorkoutsFocusOn(x, endurance))
∀x (WorkoutFocusOn(x, buildingMuscle) → ¬Active(x))
∀x (Prefer(x, weightlifting) → WorkoutsFocusOn(x, buildingMuscle))
¬(WorkOutFocusOn(lilys, buildingMuscle) ⊕ Active(lily))","If Lily either eats protein bars at least twice a day or prefers running, then Lily is not either someone who has workouts focused on building muscle or has workouts focused on endurance.","(∃y ∃z (y!=z ∧ ProteinBar(y) ∧ ProteinBar(z) ∧ Eat(lily, y) ∧ Eat(lily, z))) ∨ Prefer(lily, running) → ¬(WorkoutsFocusOn(lily, buildingMuscle) ⊕ WorkoutsFocusOn(lily, endurance))",False,957,"∃x EatPB(x)  
∀x (PreferRunning(x) ⊕ PreferWeightlifting(x))  
∀x (PreferRunning(x) → FocusEndurance(x))  
∀x (FocusMuscle(x) → ¬Inactive(x))  
∀x (PreferWeightlifting(x) → FocusMuscle(x))  
¬(FocusMuscle","

∀x (PrefersRunning(x) ∨ PrefersWeightlifting(x))  
∀x (PrefersRunning(x) → WorkoutsFocusEndurance(x))  
∀x (WorkoutsFocusBuildingMuscle(x) → ¬Inactive(x))  
∀x (PrefersWeightlifting(x) → WorkoutsFocusBuildingMuscle(x))  
∃x (EatsProteinBars(x))  
¬(WorkoutsFocusBuildingMuscle(Lily) ∨ Active(Lily))"
108,464,"All animals can breathe.
No rocks can breathe.
All mammals are animals.
All dogs are mammals.
All Corgis are dogs.
Bobby is an animal or a Corgi.","∀x (Animal(x) → Breathe(x))
∀x (Rock(x) → ¬Breathe(x))
∀x (Mammal(x) → Animal(x))
∀x (Dog(x) → Mammal(x))
∀x (Corgi(x) → Dog(x))
Animal(bobby) ∨ Corgi(bobby)",Bobby is a dog.,Dog(bobby),Uncertain,1339,"∀x (Animal(x) → Breathes(x))
∀x (Rock(x) → ¬Breathes(x))
∀x (Mammal(x) → Animal(x))
∀x (Dog(x) → Mammal(x))
∀x (Corgi(x) → Dog(x))
Animal(bobby","

∀x (Animal(x) → CanBreathe(x))  
∀x (Rock(x) → ¬CanBreathe(x))  
∀x (Mammal(x) → Animal(x))  
∀x (Dog(x) → Mammal(x))  
∀x (Corgi(x) → Dog(x))  
Animal(Bobby) ∨ Corgi(Bobby)"
109,464,"All animals can breathe.
No rocks can breathe.
All mammals are animals.
All dogs are mammals.
All Corgis are dogs.
Bobby is an animal or a Corgi.","∀x (Animal(x) → Breathe(x))
∀x (Rock(x) → ¬Breathe(x))
∀x (Mammal(x) → Animal(x))
∀x (Dog(x) → Mammal(x))
∀x (Corgi(x) → Dog(x))
Animal(bobby) ∨ Corgi(bobby)",Bobby is a rock.,Rock(bobby),False,1340,"FOL Premises:
∃x (Animal(x) → Breathe(x))      
∃x (Rock(x) → ¬Breathe(x))      
∃x (Mammal(x) → Animal(x))      
∃x (Dog(x) → Mammal(x))      
∃x (Corgi(x) → Dog(x))      
Animal(bobby","

∀x (Animal(x) → CanBreathe(x))  
∀x (Rock(x) → ¬CanBreathe(x))  
∀x (Mammal(x) → Animal(x))  
∀x (Dog(x) → Mammal(x))  
∀x (Corgi(x) → Dog(x))  
Animal(Bobby) ∨ Corgi(Bobby)"
110,464,"All animals can breathe.
No rocks can breathe.
All mammals are animals.
All dogs are mammals.
All Corgis are dogs.
Bobby is an animal or a Corgi.","∀x (Animal(x) → Breathe(x))
∀x (Rock(x) → ¬Breathe(x))
∀x (Mammal(x) → Animal(x))
∀x (Dog(x) → Mammal(x))
∀x (Corgi(x) → Dog(x))
Animal(bobby) ∨ Corgi(bobby)",Bobby is either an animal or a rock.,Animal(bobby) ⊕ Rock(bobby),True,1341,"∀x (Animal(x) → Breathes(x))
∀x (Rock(x) → ¬Breathes(x))
∀x (Mammal(x) → Animal(x))
∀x (Dog(x) → Mammal(x))
∀x (Corgi(x) → Dog(x))
Animal(bobby","

∀x (Animal(x) → CanBreathe(x))  
∀x (Rock(x) → ¬CanBreathe(x))  
∀x (Mammal(x) → Animal(x))  
∀x (Dog(x) → Mammal(x))  
∀x (Corgi(x) → Dog(x))  
Animal(Bobby) ∨ Corgi(Bobby)"
111,40,"If someone can run far and navigate using a map, they can participate in orienteering.
Fit people can run far.
People who have a good sense of direction can use a map.
Military officers are fit.
Hailee is a military officer and has a good sense of direction.
Karl is not a military officer and can use a map.","∀x ((RunFar(x) ∧ UseMap(x)) → Orienteer(x))
∀x (Fit(x) → RunFar(x))
∀x (SenseDirection(x) → UseMap(x))
∀x (MilitaryOfficer(x) → Fit(x))
MilitaryOfficer(hailee) ∧ SenseDirection(hailee)
¬MilitaryOfficer(karl) ∧ UseMap(karl)",Hailee can participate in orienteering.,Orienteer(hailee),True,116,"FOL Premises:
1. ∀x ((Run(x) ∧ UseMap(x)) → Orienteering(x))  
2. ∀x (Fit(x) → Run(x))  
3. ∀x (GoodSense(x) → UseMap(x))  
4. ∀x (Officer(x) → Fit(x))  
5. Officer(hailee) ∧ GoodSense(hailee)  
6. ¬Officer(k","

∀x (runFar(x) ∧ navigateWithMap(x) → participateInOrienteering(x))  
∀x (fit(x) → runFar(x))  
∀x (goodSenseOfDirection(x) → canUseMap(x))  
∀x (militaryOfficer(x) → fit(x))  
militaryOfficer(Hailee) ∧ goodSenseOfDirection(Hailee)  
¬militaryOfficer(Karl) ∧ canUseMap(Karl)"
112,40,"If someone can run far and navigate using a map, they can participate in orienteering.
Fit people can run far.
People who have a good sense of direction can use a map.
Military officers are fit.
Hailee is a military officer and has a good sense of direction.
Karl is not a military officer and can use a map.","∀x ((RunFar(x) ∧ UseMap(x)) → Orienteer(x))
∀x (Fit(x) → RunFar(x))
∀x (SenseDirection(x) → UseMap(x))
∀x (MilitaryOfficer(x) → Fit(x))
MilitaryOfficer(hailee) ∧ SenseDirection(hailee)
¬MilitaryOfficer(karl) ∧ UseMap(karl)",Karl can not participate in orienteering.,¬Orienteer(karl),Uncertain,117,"∀x ((CanRunFar(x) ∧ CanUseMap(x)) → CanParticipate(x))  
∀x (Fit(x) → CanRunFar(x))  
∀x (HasGoodDirection(x) → CanUseMap(x))  
∀x (MilitaryOfficer(x) → Fit(x))  
MilitaryOfficer(Hailee) ∧ HasGoodDirection(Hailee)  
¬MilitaryOfficer(Karl","

∀x ( (RunFar(x) ∧ UseMap(x)) → Participate(x) )  
∀x (Fit(x) → RunFar(x))  
∀x (SenseDirection(x) → UseMap(x))  
∀x (MilitaryOfficer(x) → Fit(x))  
MilitaryOfficer(Hailee) ∧ SenseDirection(Hailee)  
¬MilitaryOfficer(Karl) ∧ UseMap(Karl)"
113,414,"Some animals in the national parks originated from North America. 
All endangered animals are protected by The Endangered Species Act of 1973. 
No animals protected by The Endangered Species Act of 1973 are  allowed to be hunted by humans for profit. 
If an animal can be sold in the public marketplace, it is not allowed to be hunted by humans for profit.
The bald eagle is an endangered animal or an animal that is not allowed to be hunted by humans for profit..","∃x ∃y(Animal(x) ∧ In(x, nationalPark) ∧ OriginatedFrom(x, northAmerica) ∧ (¬(x=y)) ∧ Animal(y) ∧ In(y, nationalPark) ∧ OriginatedFrom(y, northAmerica))
∀x ((Animal(x) ∧ Endangered(x)) → ProtectedBy(x, endangeredSpeciesAct1973))
∀x ((Animal(x) ∧ ProtectedBy(x, endangeredSpeciesAct1973)) → ¬(HuntedForProfitBy(x, humans)))
∀x ((Animal(x) ∧ (¬HuntedForProfitBy(x, humans))) → ¬SoldIn(x, publicMarketplace))
Animal(baldEagle) ∧ (Endangered(baldEagle) ∨ (¬HuntedForProfitBy(x, humans)))",The bald eagle is endangered.,Endangered(baldEagle),Uncertain,1162,"∃x (Animal(x) ∧ InNationalPark(x) ∧ NativeNorthAmerica(x))  
∀x (Endangered(x) → Protected(x))  
∀x (Protected(x) → ¬HuntedForProfit(x))  
∀x (Sellable(x) → ¬HuntedForProfit(x))  
(Endangered(baldEagle) ∨ ¬","

∀x (Animal(x) ∧ InNationalParks(x) ∧ OriginatedFromNorthAmerica(x))  
∀x (Endangered(x) → ProtectedByAct(x))  
∀x (ProtectedByAct(x) → ¬Hunted(x))  
∀x (CanBeSold(x) → ¬Hunted(x))  
BaldEagle(x) → (Endangered(x) ∨ ¬Hunted(x))"
